Rank,Country,US$,#,"Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,Estimates Start After,FIPS,Admin2,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
132,Honduras,"2,586",71.0,"195,780",255,"4,804",34.0,"75,796","115,180",539,"19,526",479,"541,304","53,987","10,026,526",2021-04-09,57639.0,55000.0,2639.0,2021/04/09,340.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",24.921,23.691,26.161,2019.0,.,.,.,2021-04-17 04:20:40,15.2,-86.2419,199682,4934,76235.0,118513.0,Honduras,2016.0515186466746,2.4709287767550405
135,Solomon Islands,"2,455",215.0,19,.,.,.,18,1,.,27,.,"4,500","6,430","699,872",2021-03-31,2000.0,2000.0,0.0,2021/03/31,90.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.579,1.567,1.644,2019.0,.,.,.,2021-04-17 04:20:40,-9.6457,160.1562,20,0,18.0,2.0,Solomon Islands,3.0634533083764004,0.0
136,Nigeria,"2,432",77.0,"163,799",.,"2,060",.,"154,107","7,632",11,780,10,"1,803,177","8,583","210,078,731",2021-04-16,1081548.0,1081548.0,0.0,2021/04/16,566.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",448.12,429.423,514.049,2019.0,.,.,.,2021-04-17 04:20:40,9.082,8.6753,164147,2061,154304.0,7782.0,Nigeria,79.62905252158093,1.2555818869671698
137,Ghana,"2,374",91.0,"91,260",.,754,.,"89,092","1,414",10,"2,890",24,"1,025,654","32,484","31,573,869",2021-04-15,755686.0,755686.0,0.0,2021/04/15,288.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",66.998,68.418,74.26,2019.0,.,.,.,2021-04-17 04:20:40,7.9465,-1.0232,91545,766,89400.0,1379.0,Ghana,294.613207727816,0.8367469550494292
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Andaman and Nicobar Islands,2021-04-17 04:20:40,11.225999,92.96817800000001,5289,63,5110.0,116.0,"Andaman and Nicobar Islands, India",1268.2358357551864,1.1911514463981852
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Andhra Pradesh,2021-04-17 04:20:40,15.9129,79.74,948231,7373,905266.0,35592.0,"Andhra Pradesh, India",1759.1304502853836,0.7775531489689749
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Arunachal Pradesh,2021-04-17 04:20:40,27.768456,96.384277,16948,56,16800.0,92.0,"Arunachal Pradesh, India",1079.1756290203239,0.3304224687278735
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Assam,2021-04-17 04:20:40,26.357149,92.83044100000001,222940,1127,216397.0,5416.0,"Assam, India",626.1121572057705,0.5055171795101822
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Bihar,2021-04-17 04:20:40,25.679658,85.60484,307557,1688,272403.0,33466.0,"Bihar, India",246.44004997246552,0.5488413529849752
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Chandigarh,2021-04-17 04:20:40,30.733839,76.76827800000002,32878,408,29047.0,3423.0,"Chandigarh, India",2838.0462902458667,1.240951396070321
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Chhattisgarh,2021-04-17 04:20:40,21.264705,82.035366,516412,5580,386529.0,124303.0,"Chhattisgarh, India",1754.3414440523993,1.0805325980031448
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Dadra and Nagar Haveli and Daman and Diu,2021-04-17 04:20:40,20.194742,73.080901,4681,4,3798.0,879.0,"Dadra and Nagar Haveli and Daman and Diu, India",760.2432258609379,0.08545182653279214
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Delhi,2021-04-17 04:20:40,28.646519,77.10898,803623,11793,730825.0,61005.0,"Delhi, India",4294.94067689449,1.4674791537823084
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Goa,2021-04-17 04:20:40,15.359682000000001,74.057396,65499,868,58310.0,6321.0,"Goa, India",4129.172576832151,1.3252110719247625
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Gujarat,2021-04-17 04:20:40,22.694884,71.590923,384688,5170,329781.0,49737.0,"Gujarat, India",602.2757967803902,1.343946262945556
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Haryana,2021-04-17 04:20:40,29.20004,76.332824,342077,3354,304906.0,33817.0,"Haryana, India",1212.837211624222,0.9804810028151556
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Himachal Pradesh,2021-04-17 04:20:40,31.927213000000002,77.233081,74195,1168,65316.0,7711.0,"Himachal Pradesh, India",995.6447670443528,1.5742300694116855
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Jammu and Kashmir,2021-04-17 04:20:40,33.75943,76.612638,144021,2048,131353.0,10620.0,"Jammu and Kashmir, India",1058.4860564796359,1.4220148450573182
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Jharkhand,2021-04-17 04:20:40,23.654536,85.557631,155115,1376,130694.0,23045.0,"Jharkhand, India",401.91534693470595,0.8870837765528802
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Karnataka,2021-04-17 04:20:40,14.705179999999999,76.166436,1124509,13190,1003985.0,107334.0,"Karnataka, India",1664.3935677749698,1.1729563747377745
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Kerala,2021-04-17 04:20:40,10.450898,76.405749,1207332,4877,1132267.0,70188.0,"Kerala, India",3381.9351187075945,0.4039485410806638
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Ladakh,2021-04-17 04:20:40,34.1526,77.5771,11709,132,10214.0,1363.0,"Ladakh, India",4268.855112673129,1.1273379451703818
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Lakshadweep,2021-04-17 04:20:40,13.699997199999999,72.18333259999999,945,1,765.0,179.0,"Lakshadweep, India",1466.7308199723727,0.1058201058201058
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Madhya Pradesh,2021-04-17 04:20:40,23.541513000000002,78.289633,384563,4425,320955.0,59183.0,"Madhya Pradesh, India",450.5244411058639,1.1506567194451884
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Maharashtra,2021-04-17 04:20:40,19.449759,76.108221,3703584,59551,3004391.0,639642.0,"Maharashtra, India",3007.517453742024,1.6079289682642544
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Manipur,2021-04-17 04:20:40,24.738975,93.882541,29610,376,29069.0,165.0,"Manipur, India",957.7735404142591,1.2698412698412698
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Meghalaya,2021-04-17 04:20:40,25.536934,91.278882,14703,152,13986.0,565.0,"Meghalaya, India",436.7171511653809,1.0338026253145616
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Mizoram,2021-04-17 04:20:40,23.309381,92.83821999999999,4809,12,4482.0,315.0,"Mizoram, India",388.0591715594347,0.2495321272613849
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Nagaland,2021-04-17 04:20:40,26.06702,94.470302,12504,94,12271.0,139.0,"Nagaland, India",555.80867628723,0.7517594369801663
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Odisha,2021-04-17 04:20:40,20.505428,84.418059,361450,1938,343522.0,15990.0,"Odisha, India",779.7208467779183,0.5361737446396458
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Puducherry,2021-04-17 04:20:40,11.882658000000001,78.86498,46393,702,42115.0,3576.0,"Puducherry, India",3282.039019710769,1.5131593128273662
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Punjab,2021-04-17 04:20:40,30.841465000000003,75.40879,290707,7772,252190.0,30745.0,"Punjab, India",964.4782936729524,2.673482234689911
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Rajasthan,2021-04-17 04:20:40,26.583423,73.847973,395309,3072,338424.0,53813.0,"Rajasthan, India",487.83892633749326,0.7771135997409622
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Sikkim,2021-04-17 04:20:40,27.571671000000002,88.472712,6519,136,6142.0,241.0,"Sikkim, India",944.4390518811273,2.0862095413406965
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Tamil Nadu,2021-04-17 04:20:40,11.006091,78.400624,971384,13032,896759.0,61593.0,"Tamil Nadu, India",1247.9036344565152,1.3415909671149615
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Telangana,2021-04-17 04:20:40,18.1124,79.0193,346331,1809,311008.0,33514.0,"Telangana, India",879.8449253979628,0.522332681740878
138,India,"2,191",2.0,"13,527,717",#ERROR!,"170,209",.,"12,156,529","1,200,979","8,944","9,728",122,"257,806,986","185,402","1,390,530,992",2021-04-16,119937641.0,104408484.0,15529157.0,2021/04/16,356.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,870.50","2,708.77","3,049.70",2021.0,.,.,Tripura,2021-04-17 04:20:40,23.746782999999997,91.743565,33933,394,33156.0,383.0,"Tripura, India",813.7812083762411,1.1611116022750714
